Genome, Fitness, Wins (X), Losses (X), Draws (X)
418148315362862288287154737585861725813324450622055843463826662282356587688878816888818658647743633328736184881374731726168824120457766725785747565665208682402525865576757548383856724878756456444746224748117676687666860521574458564417471183433885583764447784636638737375588263634117118738731553621666572582223580672762248068076530220766658566888776846773866858853765388877884244424425276776626626256878688727867587711287658137881446538555828386122566471618833585653885783557648861867578445658787223265325133545276823775584424422622088508472766878377586844844454148777578447475337825875677652887844442774474338652888738586568887688288878571312568611467463538866573511786874355566552517262867882867588768447418775548278278440748888871136478267518746584999999999999999, 0.017543859649122806, 156, 4, 68
418144515362862288287154737585861525843324450622055843463826662282356587688878816888818658647743633328736184881384714756168824120457766325285747565665680687608623584678737578448454874878756256465746676668118676687666860521574458564444778313132557768785378484636638737375558242672311118538731553621666582582223580672762248068076530220766658566888746846773866838553765588877884244775448228676668628646878688727868571728287168137881446548555665486622566473618833585653888533558648864337553445658787223265325133545276862875667488767872688552206766838377586544484474148777578447475334522785677652887844442704474338652808738586568887574285378576373361515367423538866573511786874355566552665668762882867588768447418775548278278440748888871136478267518746584999999999999999, 0.018867924528301886, 152, 4, 56
418144515362862288287154737585861525843324450622055843463826662282356587688878816888818658647743633328736184881384714756168824120457766325285747565665680687608623584678737578448454874878756256465746676668118676687666860521574458564444778313132557768785378484636638737375558242672311118538731553621666582582223580672762248068076530220766658566888746846773866838553765588877884244775448228676668628646878688727868571728287168137881446548555665486622566473618833585653888533558648864337553445658787223265325133545276862875667488767872688552206766838377586544484474148777578447475334522785677652887844442704474338652808738586568887574285378576373361515367423538866573511786874355566552665668762882867588768447418775548278278440748888871136478267518746584999999999999999, 0.018867924528301886, 152, 4, 56
458166516625553234581654758585861525366635758280803345433458442282358587688878816888818655558378632856736184881384731752567836278624436735785755662683602682402525865576757548383856724878756456444746674745117676852873157668478558012616171183433885583764447483466767137773858245773311118518731657421863575562273588847272648068078838820706658566845855884873785575445555328877486824452548226776568626642758688747365117721267168233788416538555665486667466411618823585653885783557648861864873556546687223263325133545266822775588622266822768578472766876887586844844454118755678447475334522875677777887844442774477338652888736686624867588288878571312528611367463638286523811786357855464852567662862846867588768447418775548278278440748888871136478267518746584999999999999999, 0.02127659574468085, 152, 4, 32
458166516625553234581654758585861525366635758280803345433458442282358587688878816888818655558378632856736184881384731752567836278624436735785755662683602682402525865576757548383856724878756456444746674745117676852873157668478558012616171183433885583764447483466767137773858245773311118518731657421863575562273588847272648068078838820706658566845855884873785575445555328877486824452548226776568626642758688747365117721267168233788416538555665486667466411618823585653885783557648861864873556546687223263325133545266822775588622266822768578472766876887586844844454118755678447475334522875677777887844442774477338652888736686624867588288878571312528611367463638286523811786357855464852567662862846867588768447418775548278278440748888871136478267518746584999999999999999, 0.02127659574468085, 152, 4, 32
438548315362862288287154387585861525813635758280803345454545642756376557688878816284823278647743733358766684881374731326168822271424467635785765662683670226402523788676788353448826522872756256444846674666727676852663150121478558582817477764746587583471347785634677448535858245773387151738731653621666572582223580772274646068666530246006658566845855886878585858853763388877884244424425276776628626644758647247368817721267168233788416538875848386822576733688433388873878583557478861337558445556623833213331858675862543775584424422622788550220786876887586844844454118755675447475337825787672677887844442774474336662608888586564867588288878171312528611367468558886523811786874353566552567222862846867588768447418775548278278440748888871136478267518746584999999999999999, 0.03125, 180, 8, 68
438548315362862288287154387585861525813635758280803345454545642756376557688878816284823278647743733358766684881374731326168822271424467635785765662683670226402523788676788353448826522872756256444846674666727676852663150121478558582817477764746587583471347785634677448535858245773387151738731653621666572582223580772274646068666530246006658566845855886878585858853763388877884244424425276776628626644758647247368817721267168233788416538875848386822576733688433388873878583557478861337558445556623833213331858675862543775584424422622788550220786876887586844844454118755675447475337825787672677887844442774474336662608888586564867588288878171312528611367468558886523811786874353566552567222862846867588768447418775548278278440748888871136478267518746584999999999999999, 0.03125, 180, 8, 68
450268312365552068671648358545761725813324450622255060485887647437253587688878876888818755548633383248836544171374731722588475135652675725785704472863208682402525865576757548383856722878756456444746224748783861687162657115686558767617771183433885583764447743488667756782588263634117118715781511671663572582773208584264275762770020222086756566885855846838556378853753325278887744424425276776526626254758587248867587711287658232185114638555828386167476771618823585653885783557648861867578445658787253263825133555673823775584424422622088508472766878377586844844454818857618857475337825875677652887448852774474338662888738686524887688288878571312568611467463638286723811786874353566552517262867882867588768447418775548278278440748888871136478267518746584999999999999999, 0.03278688524590164, 176, 8, 60
488166516600853234876745855535861525813324450622455845854887647456376587688878171814723278647743633357556684571113175885111422271424467635785757565665270682468623787676768353443356724866756266446646227666727256687666860114686558767864131814133568767764447755634557457782538242672311111738731553621886575562673540682274626068668838220026758576688776884833556858853354428877886844424425276766626626256878688766857587711262658137801446538874848386822566733688454388873878583558448864337558446546627252213325533545672863775584422422622007578422766876887688564487457848775678845775337825775687672587844442774474336662608886586568887588288878171313568611447463658886573811786874353566552617228862846867588768447418775548278278440748888871136478267518746584999999999999999, 0.03389830508474576, 176, 8, 52
488166516600853234876745855535861525813324450622455845854887647456376587688878171814723278647743633357556684571113175885111422271424467635785757565665270682468623787676768353443356724866756266446646227666727256687666860114686558767864131814133568767764447755634557457782538242672311111738731553621886575562673540682274626068668838220026758576688776884833556858853354428877886844424425276766626626256878688766857587711262658137801446538874848386822566733688454388873878583558448864337558446546627252213325533545672863775584422422622007578422766876887688564487457848775678845775337825775687672587844442774474336662608886586568887588288878171313568611447463658886573811786874353566552617228862846867588768447418775548278278440748888871136478267518746584999999999999999, 0.03389830508474576, 176, 8, 52
450268512365582068671648358545761525843324450622255060485887647437253587688878816888818755548633383248836544171384714752588475135652675325285704472883680682608623784676737574448454872878756256465746676668783861687162657115686558767644778313132557768785378443488667756782558242672311118515781511671663582582773208584264275762770020222086756566885855846838556858853753325278887744775448228676568628644758687248868571728287168232185114648555665486667476771618823585653888533558648864337553445658787253263825133555676862875667488767872688552206766838377586544484474818857618857475334522785677652887448842704474338662888738686524887574285378576373361515367423638286723811786874353566552665668762882867588768447418775548278278440748888871136478267518746584999999999999999, 0.03508771929824561, 168, 8, 52
450268512365582068671648358545761525843724450622255060485887647437253587678878816888818755548633383248836544171384714752588375135652675325285784472883680682608623784676737574448454872878756256465746676668783861687162657115686558767644778313132557768785378443488667756782558212674311118515781511671663582582773208584264275762770020222686756566885855845838556858853753325278487744775448228676568628644758687248868571728287168232185114648555665486667476771618823585653888533558648864337553445658787253263825133555676862875667488767272688552206766838377586544484474818857618857475334522785677652887448842704474338662888738686524887574285378576373361515367423638286723811786874353566552665662762882867588768447418775548278278440748888871136478267518746584999999999999999, 0.03508771929824561, 168, 8, 52
