Genome, Fitness, Wins (O), Losses (O), Draws (O)
744041872426556045544164236448213323641355675377403756654342656662776368333075186864468657143745534253737731775771485287538832668627235328307504525485206574004202574546368544485827482662526847687887462728875661658772860164884568063452671368842465185735443457688764747525842785454121785115333471465863675783266248548268723022675560740768685576685445456774556855458745427278487828772475666822578826664668588246755185827722851227185848687554648465662466714671134588857585783674663665444834554388682852713811113755262566855674474287264087670472867536385676564484854817757618457476354582885687757827878442604477736552888738686524888588685378576173528511447463658866773887888877373556532565662867682867588768447418775548278278440748888871136478267518746584999999999999999, 0.05975197294250282, 491, 53, 343
744041872426556045544164236448213323641355675377403756654342656662776368333075186864468657143745534253737731775771485287538832668627235328307504525485206574004202574546368544485827482662526847687887462728875661658772860164884568063452671368842465185735443457688764747525842785454121785115333471465863675783266248548268723022675560740768685576685445456774556855458745427278487828772475666822578826664668588246755185827722851227185848687554648465662466714671134588857585783674663665444834554388682852713811113755262566855674474287264087670472867536385676564484854817757618457476354582885687757827878442604477736552888738686524888588685378576173528511447463658866773887888877373556532565662867682867588768447418775548278278440748888871136478267518746584999999999999999, 0.05975197294250282, 491, 53, 343
744041875428556075544164236418211588641355675307403756654327656662878548684475185884468457748745534277137731775778785287538833668677655328307558375475606574004782544546368548455827472662524657647827462778875661658772130564884518063442171168152866565735373853888635761825842785453837765725311667486256685786663258564768723076575560770782685686687845454874756838458764427278487888474775666822578626464668588226755185227722851232181858887554648465862474714873134585853885783574673665434834554681682852713811813755876566856774822487676008050472866578885676564444857117757618455476334582885687757887478442604477736552888736686524868684685858576113568611446423658866773887888877373564832565662862882867588768447418775548278278440748888871136478267518746584999999999999999, 0.0627177700348432, 499, 54, 308
744041875428556075544164236418211588641355675307403756654327656662878548684475185884468457748745534277137731775778785287538833668677655328307558375475606574004782544546368548455827472662524657647827462778875661658772130564884518063442171168152866565735373853888635761825842785453837765725311667486256685786663258564768723076575560770782685686687845454874756838458764427278487888474775666822578626464668588226755185227722851232181858887554648465862474714873134585853885783574673665434834554681682852713811813755876566856774822487676008050472866578885676564444857117757618455476334582885687757887478442604477736552888736686524868684685858576113568611446423658866773887888877373564832565662862882867588768447418775548278278440748888871136478267518746584999999999999999, 0.0627177700348432, 499, 54, 308
744041872466556045744163536448213325641355674377403756654327656662776568333875184884468657143745533277737731775771485287538832668627235328207554525485206574004202574546368548455827482662526847687887462778875661658772860564884518063452671168842465185735443457684564768825842782444121385115333461485863685743263248548268723078575560740768685576685446456374556858458765427278487828774476666822578826664868588226755185887722851227185848687554648465662466711871134588853585783674663665444834554388632853713811813755262566755674484287264087670472867576385676864484854817757618457476354582885687757827878442604477736552888738686524888578685358576173528511447463658866773887888877373556532565662867682867588768447418775548278278440748888871136478267518746584999999999999999, 0.0659217877094972, 491, 59, 345
744041872466556045744163536448213325641355674377403756654327656662776568333875184884468657143745533277737731775771485287538832668627235328207554525485206574004202574546368548455827482662526847687887462778875661658772860564884518063452671168842465185735443457684564768825842782444121385115333461485863685743263248548268723078575560740768685576685446456374556858458765427278487828774476666822578826664868588226755185887722851227185848687554648465662466711871134588853585783674663665444834554388632853713811813755262566755674484287264087670472867576385676864484854817757618457476354582885687757827878442604477736552888738686524888578685358576173528511447463658866773887888877373556532565662867682867588768447418775548278278440748888871136478267518746584999999999999999, 0.0659217877094972, 491, 59, 345
744041872766556077544164236448213323641325675307403756654327656662776568333875486884468657748745533277737731773778785287538832668627235628307554585415206574004202574546368548455824482662526447687827462728875661658776860564848518063452671148842465185835443854688754768825842783434121185115334461165868675743263248548266723076575560720768685586675446656774556858458765425278487828772476666822578824664668588226755185727722851127185848887554648465172474711871154588863885785674663665444834554388632852713835813755262566855684484287264080670472787536385676564484854848757618457476334582885687757827878452604477736562688738682524888588685378576173521511447463658866773887888877373564532565662887682867588768447418775548278278440748888871136478267518746584999999999999999, 0.0670391061452514, 449, 60, 386
744041872766556077544164236448213323641325675307403756654327656662776568333875486884468657748745533277737731773778785287538832668627235628307554585415206574004202574546368548455824482662526447687827462728875661658776860564848518063452671148842465185835443854688754768825842783434121185115334461165868675743263248548266723076575560720768685586675446656774556858458765425278487828772476666822578824664668588226755185727722851127185848887554648465172474711871154588863885785674663665444834554388632852713835813755262566855684484287264080670472787536385676564484854848757618457476334582885687757827878452604477736562688738682524888588685378576173521511447463658866773887888877373564532565662887682867588768447418775548278278440748888871136478267518746584999999999999999, 0.0670391061452514, 449, 60, 386
544661774386556075844134236418213326641355675307403756654527656777853544683747185884468667748745534877737731775714435287538832668627235328307554575413208570624202574546368548446558875662265646687227262776875625658772765771572586563452431381842465185735443857888665767525842715454181365115333467165863585743664248547868245686575560770788655587677755456733856858878363428256447828774476666822578824664678588628757587227722651222105848687554648465172474714871134585853885788674663665444838556381127852711821518556266023656668888287676008050402766536385686564444454817757618457446334582885687757827878452604077736552888736686624867574685378576173328511447423658866773887888877373566833665662887642867588768447418775548278278440748888871136478267518746584999999999999999, 0.06900584795321638, 440, 59, 356
744041872426556075544164236448213323341355675307403750654627656662772578333875186284468657748745534277737731775771385287538832668627235628307554585485206574004202574546368548455827482662526847687828462778875661658772860564884518063452671168842465185735443857688764767525842785454821385115334461166863685743263248548268723076675520220768685686675446455774586853458765427278487828772475666822578826664668588228755181827722851227185848887854648465172474714871134585853585788674668665444834554388682852713811813755262566855674484227264087650472867536385676564484854817757618457476334582885687757827878452604077736552888736686524488588685378576173528511446463658866773887848877373554532565662867682867588768447418775548278278440748888871136478267518746584999999999999999, 0.06942889137737962, 494, 62, 337
744041872426556075544164236448213323341355675307403750654627656662772578333875186284468657748745534277737731775771385287538832668627235628307554585485206574004202574546368548455827482662526847687828462778875661658772860564884518063452671168842465185735443857688764767525842785454821385115334461166863685743263248548268723076675520220768685686675446455774586853458765427278487828772475666822578826664668588228755181827722851227185848887854648465172474714871134585853585788674668665444834554388682852713811813755262566855674484227264087650472867536385676564484854817757618457476334582885687757827878452604077736552888736686524488588685378576173528511446463658866773887848877373554532565662867682867588768447418775548278278440748888871136478267518746584999999999999999, 0.06942889137737962, 494, 62, 337
544041872426556075544163536448213323641355675377403756654322656662776568333875186864468657143745533277737731775771785287538832668627235328307554525485206574004202574546368544485827482662526847687887462728875661658772860564884518063452671168842465185735443457684764768825842782444121385115333471465863675783266248548268723078575560740768685576685446456374556858458745427278447828774476666822578826664668588226755185827722851227185848687554648465662466711871134588857585783674663665444834554388682852713811813755262566855674484287264080670472867576385676564484854817757618457476334582885687757827878442604477736552888786686524888578685358576173528511447463658866773887888877373556532565662867682867588768447418775548278278440748888871136478267518746584999999999999999, 0.07262569832402235, 491, 65, 339
744041872426556045544164236448213323641351675307403750654327656662776568333875187884468657748745534253737731775771485287538832668627265628307504585485206574004202574546368548455827482662526846487827462778875661658772860564884518063452671168842465185735443857688764767525842785454121785115334461185863685743263248548268723026675562720768685686675446456774556858458765427278487828772475666822578826664668588226755185827722851227185848887554648465172474714871134585853585188674668665444834556358682852713811813755262566855674484287264087670472867536385676564484854817757618457476354582885687757827878452604477736552888738686524888588685378576173528511447463658866773887888877373554532565662867682867588768447418775548278278440748888871136478267518746584999999999999999, 0.07262569832402235, 491, 65, 339
844041872426556045544164236448213323641351675307403750654377656662776568333875186864468657143745533277737731775771785287538832668627265628307504525485206570004202574546368544485827482662526847887827462778875661658772860564884518063452671168842465185735443857684764767525842785454121785315334461185863685743263248548268723026675560720768685576685446456374556858458745427778447828774476666822578826664668588226755185827722851227155848687554648465662466711871134585853585188674668665444834554358682854713831813755262566855674484287264080670472867576385676564484854817757618457476334582885687757827874442604477736552888786686524888578685358576173528511447463658866773887888877373556532565662867682867588768447418775548278278440748888871136478267518746584999999999999999, 0.07262569832402235, 491, 65, 339
844041872426556045544164236448213323641351675307403750654377656662776568333875186864468657143745533277737731775771785287538832668627265628307504525485206570004202574546368544485827482662526847887827462778875661658772860564884518063452671168842465185735443857684764767525842785454121785315334461185863685743263248548268723026675560720768685576685446456374556858458745427778447828774476666822578826664668588226755185827722851227155848687554648465662466711871134585853585188674668665444834554358682854713831813755262566855674484287264080670472867576385676564484854817757618457476334582885687757827874442604477736552888786686524888578685358576173528511447463658866773887888877373556532565662867682867588768447418775548278278440748888871136478267518746584999999999999999, 0.07262569832402235, 491, 65, 339
444041872426556075544164236448213323641355675307403750654327656662776578333875186874468657748745534277737734755771485287538832668627235628307554588485206574004202574546368548455827482662526847687827462778875661658772860564884518063452671168842465185735443857688764767525842785454821385115334461165863605743263248548268723076675520720768685686675446456774556853458765427278487828772475666822578826664668588228755181827722851227185848887554648465172474714871134585853585788674668665444534554388682852713817813755262566855674484287264087600472867536385676564484854817757618457476334582885687757827878452604477736552808736686524888588685378176173528511447463658866773887848877373554532515662867682867588768447418775548278278440748888871136478267518746584999999999999999, 0.07278835386338185, 490, 65, 338
544041872426556075544163536448213323641355675377403756654322657667776568333875186864468657148745534277787731755771433287538832668627235328307554528485206504004202574546368544485827882662526847686827462728875661658772860564884518063452671168842465185735443857688764767525842785454821385115334461165863675783266248548268723078575560740768685576675446456374556858458745427278487828772475666822578826664668588228755181827722851227185848687854648465662466714871134585853585788674663665444534554388682852213811813755262566855674484267264080672472867536385676564484854817757618457476334582885687757827878452604477736552808786686524888588685378176173528511447463655866773887848877373556532517662867682867588768447418775548278278440748888871136478267518746584999999999999999, 0.07278835386338185, 490, 65, 338
744041872426556075544164236448213323641355675307403750654327656662776568333875186884468657748745534277737731775771485287538832668627235628307554585485206574004202574546368548455827482662526847687827462778875661658772860564884518063452671168842465185735443857688764767525842785454121385115334461165863685743263248548268723076675560720768685686675446456774556858458765427278487828772475666822578826664668588226755185827722851227185848887554648465172474714871134585853585788674668665444834554388682852713811813755262566855674484287264087670472867536385676564484854817757618457476334582885687757827878452604477736552888736686524888588685378576173528511447463658866773887888877373554532565662867682867588768447418775548278278440748888871136478267518746584999999999999999, 0.07486033519553073, 491, 67, 337
744041872426556075544164236448213323641355675307403750654327656662776568333875186884468657748745534277737731775771485287538832668727235628307554585415206574004002574546368548455827482662526847687827462728875661658772860564884518063452671168142465185735473854688764768825842785444121385115333471165863685743263248548268723076675560720768685686675446456774556858458765425278447828774475666822578824664668588226755185827722851227185848687554648465172474711871154588853585783674668665444834554388682852713811813755262566855674484287264080670472887536385676564484854817757618457476334582885687757827878452604477736552888736686524888588685378576173528511447463658866773887888877373554532565662867682867588768447418775548278278440748888871136478267518746584999999999999999, 0.07486033519553073, 491, 67, 337
744041872426556075544164236448213323641355675307403750654327656662776568333875186884468657748745534277737731775771485287538832668727235628307554585415206574004002574546368548455827482662526847687827462728875661658772860564884518063452671168142465185735473854688764768825842785444121385115333471165863685743263248548268723076675560720768685686675446456774556858458765425278447828774475666822578824664668588226755185827722851227185848687554648465172474711871154588853585783674668665444834554388682852713811813755262566855674484287264080670472887536385676564484854817757618457476334582885687757827878452604477736552888736686524888588685378576173528511447463658866773887888877373554532565662867682867588768447418775548278278440748888871136478267518746584999999999999999, 0.07486033519553073, 491, 67, 337
