Genome, Fitness, Wins (O), Losses (O), Draws (O)
884588846540302347236628787117352133682275437324458276873687862276772778778888681114824735747774623256161118455134417757115326875764755852687085526863028222086727548878355364546554577662525856445667474428885751853666638514442412783442477748726475133671643444584734436585348785473388115723335715481868285746422245568776248078578528208706685674685855856343856353443744587877744788754545866726776224452666688646788187727286861127155854847487668315622464133688834875877685185578848661834858534686627832741337151545672562878778888487276000672022786578387588565444477847857675857776537822885687757528878452776477746652688736686524868674685351171173568511366468535286527511746354373554853617668762686867588768447418775548278278440748888871136478267518746584999999999999999, 0.36469221835075494, 333, 314, 214
884588846540302347236628787117352133682275437324458276873687862276772778778888681114824735747774623256161118455134417757115326875764755852687085526863028222086727548878355364546554577662525856445667474428885751853666638514442412783442477748726475133671643444584734436585348785473388115723335715481868285746422245568776248078578528208706685674685855856343856353443744587877744788754545866726776224452666688646788187727286861127155854847487668315622464133688834875877685185578848661834858534686627832741337151545672562878778888487276000672022786578387588565444477847857675857776537822885687757528878452776477746652688736686524868674685351171173568511366468535286527511746354373554853617668762686867588768447418775548278278440748888871136478267518746584999999999999999, 0.36469221835075494, 333, 314, 214
444768544288555745564664486547356763182561686280683865667377256232776562833575566786428735447773628853181518415133431667631875838486755275377640622475278274600620547585884568363877477662665658687844776527117725653763860764682062084852671168452865133681385857886567468583254885474831365115314667565868283743666248568776248078578524720068775684477446454344556575458764585776846228454476276762728624452668688646758587217226861122105114648584668416673511713181434378853585788574668661834858534688687832743817113775263823685678888482276000050472887538887576564884877117755618857446557582887887757587878442706477746566688736686624868674665378586172528561366468638287527517846354873556532567228762886867588768447418775548278278440748888871136478267518746584999999999999999, 0.40790960451977404, 453, 361, 71
444768544288555745564664486547356763182561686280683865667377256232776562833575566786428735447773628853181518415133431667631875838486755275377640622475278274600620547585884568363877477662665658687844776527117725653763860764682062084852671168452865133681385857886567468583254885474831365115314667565868283743666248568776248078578524720068775684477446454344556575458764585776846228454476276762728624452668688646758587217226861122105114648584668416673511713181434378853585788574668661834858534688687832743817113775263823685678888482276000050472887538887576564884877117755618857446557582887887757587878442706477746566688736686624868674665378586172528561366468638287527517846354873556532567228762886867588768447418775548278278440748888871136478267518746584999999999999999, 0.40790960451977404, 453, 361, 71
844788844540306344236628785147352133684274435484026073634587848257283384722515666784424735447774623256161518475134417825810236810486755675377640422475282522084502548588755563468877477662665648445667667678727265158763860714552852864642477748826475133681385857886567461333248785474831365115814667565868283766666308568776248078578524720726755586477446454344555835448343587878744788724426868726776224452666688646788187227286861127105856687574668315673516773181125867657881185577848661834858534686687832743117551545672562886778888487276000050472887538387576564884877117755618847775337882885887757528878452776477746552688736686624868674665358186373361661347468558287527811746354873556532615222867646867588768447418775548278278440748888871136478267518746584999999999999999, 0.4228356336260979, 373, 337, 87
880745886202523384524246514815658236662257437574485305783425646752855748236555876712868628667448634337861638834113455362685234168476682626577408868273205764408553745446737854468476782288688227886684424628778665678158165775484588742447136143726566555688677443866465737885533763754311517725344561478262272243274688647668266663585068220606856567645858856348586335455763388727784727455728876725626228244778444228885875828782111133801446638874268415672571134681825568673875768658647671445834744688633333715821818775673526858678622287666680672220786578885686845884457817875578855446534885775882672528448442604474336666608888566564488674285351571112321565346723655266727587848877873564832515268867886867588768447418775548278278440748888871136478267518746584999999999999999, 0.43966712898751736, 300, 317, 104
084627185326281277365174381345362675182534827854258226877887867437878688778888571124673778143778775738516811871784355725861223821762275252687085343612622202678525684687758545548524574752525856887246474628515751853666638714442412784644436768143476158471643755458757156737248783653521185723333715481268502746422641587724543723768820742062688564447756885873865533443764458858887744752576662826528864464854574668365181887786861283105816648574620266673514173873434875877555185358847664345538456686782823345135118671826846676588888786824008500276786836887588545444477148777575855475337882887677657528848854676474346652607886666564868678668378576172568611466468535286527581746354373554853517662762642867588768447418775548278278440748888871136478267518746584999999999999999, 0.4520367936925099, 260, 344, 157
084627185326281277365174381345362675182534827854258226877887867437878688778888571124673778143778775738516811871784355725861223821762275252687085343612622202678525684687758545548524574752525856887246474628515751853666638714442412784644436768143476158471643755458757156737248783653521185723333715481268502746422641587724543723768820742062688564447756885873865533443764458858887744752576662826528864464854574668365181887786861283105816648574620266673514173873434875877555185358847664345538456686782823345135118671826846676588888786824008500276786836887588545444477148777575855475337882887677657528848854676474346652607886666564868678668378576172568611466468535286527581746354373554853517662762642867588768447418775548278278440748888871136478267518746584999999999999999, 0.4520367936925099, 260, 344, 157
112227174270766372624656416541336124842615637462803202857656574775768346224715861486828660638743758351186185551322275787160624261664578823208587475672650506060725878488334555346474845262258627867627766428717228853878750621642086717842736341856357187474878353466675137385242313172813511738233715526338672666676688868762226683560024822688886667675855455373787335843743358727864728752776228862725856256764444767755817811266666137788456887454868466672466413681435588858581133557473334437834455356123333713837158551273546678574484487622087558470786576887686565484454118777515847476354882885872752588448854606447338652688788586564467674265851571172328515346428535887573587786354875456552565662887686867588768447418775548278278440748888871136478267518746584999999999999999, 0.4617196702002356, 173, 392, 284
112227174270766372624656416541336124842615637462803202857656574775768346224715861486828660638743758351186185551322275787160624261664578823208587475672650506060725878488334555346474845262258627867627766428717228853878750621642086717842736341856357187474878353466675137385242313172813511738233715526338672666676688868762226683560024822688886667675855455373787335843743358727864728752776228862725856256764444767755817811266666137788456887454868466672466413681435588858581133557473334437834455356123333713837158551273546678574484487622087558470786576887686565484454118777515847476354882885872752588448854606447338652688788586564467674265851571172328515346428535887573587786354875456552565662887686867588768447418775548278278440748888871136478267518746584999999999999999, 0.4617196702002356, 173, 392, 284
