Genome, Fitness, Wins (O), Losses (O), Draws (O)
744041872486556075544164336448213323641355675307403750654327656662776568333875186884468657748745534277737731785771485287538832668627235628307554585485206574004702574546368548455827482662526847687827462778875661658772860564884518063452671168142465785735443857688764768825842785454121365115334461165863685743263248548268723076675560720768675684675446456774556858458765427278447828774475666822578824664668588226755185827722851227185848887554648465162474714871134588853585788674668665444834554388682852713811813755262566855674484287264080670472887536385676564484854817757618457476334582885687757827878452604477736552888736686524888588685371576173528511447463658866773887888877373554532565662867682867588768447418775548278278440748888871136478267518746584999999999999999, 0.09273743016759776, 507, 83, 305
744041872486556075544164336448213323641355675307403750654327656662776568333875186884468657748745534277737731785771485287538832668627235628307554585485206574004702574546368548455827482662526847687827462778875661658772860564884518063452671168142465785735443857688764768825842785454121365115334461165863685743263248548268723076675560720768675684675446456774556858458765427278447828774475666822578824664668588226755185827722851227185848887554648465162474714871134588853585788674668665444834554388682852713811813755262566855674484287264080670472887536385676564484854817757618457476334582885687757827878452604477736552888736686524888588685371576173528511447463658866773887888877373554532565662867682867588768447418775548278278440748888871136478267518746584999999999999999, 0.09273743016759776, 507, 83, 305
744041872488556075544164336448213322641355675307203750654327656662776568333875186884468654748345534277737731785772475287538822668627235628307554585485206574004702574546368548455827482662526847687227462778875661658772860564884518063452671168142465785735443857638764768825842785454121365115334461165863685743263248548268723076675560720768675684675446456774556858458765427278447828774475666822578824662668588226755185227722851222185848887554648465162474714873134588853585788574668665444534554388682852743811813755262566855674884287264080670472887836385676565484854817755618457476334582885687757827878452604477736552888736686524868588685371576173528511447463658866773887888877373554532565662767682867588768447418775548278278440748888871136478267518746584999999999999999, 0.09720670391061452, 503, 87, 305
744041872488556075544164336448213322641355675307203750654327656662776568333875186884468654748345534277737731785772475287538822668627235628307554585485206574004702574546368548455827482662526847687227462778875661658772860564884518063452671168142465785735443857638764768825842785454121365115334461165863685743263248548268723076675560720768675684675446456774556858458765427278447828774475666822578824662668588226755185227722851222185848887554648465162474714873134588853585788574668665444534554388682852743811813755262566855674884287264080670472887836385676565484854817755618457476334582885687757827878452604477736552888736686524868588685371576173528511447463658866773887888877373554532565662767682867588768447418775548278278440748888871136478267518746584999999999999999, 0.09720670391061452, 503, 87, 305
644661764448502088568158336447313524641455675302680808854422276266286568333877141824768654438375333277387736185772485887528422278756256278307458526665675670062503678646368548456558874682284655644224662428178661608772860174872086847452111318152475735735488857436664166723348767677138157515844611628853283282766348868764245072565060770788675684485756456733787338878764557256846848474748278672575824662676588628855585287722861187185858838854648411127471713171434388853585788674668861444538554688127853711831838556266023675674882287274700070472866536387676565884877817755618447476354582885687757528878452676444336552687738686524867588685371581173528615467463658866723817848857373554533515668767686867588768447418775548278278440748888871136478267518746584999999999999999, 0.09773539928486293, 412, 82, 345
644661764448502088568158336447313524641455675302680808854422276266286568333877141824768654438375333277387736185772485887528422278756256278307458526665675670062503678646368548456558874682284655644224662428178661608772860174872086847452111318152475735735488857436664166723348767677138157515844611628853283282766348868764245072565060770788675684485756456733787338878764557256846848474748278672575824662676588628855585287722861187185858838854648411127471713171434388853585788674668861444538554688127853711831838556266023675674882287274700070472866536387676565884877817755618447476354582885687757528878452676444336552687738686524867588685371581173528615467463658866723817848857373554533515668767686867588768447418775548278278440748888871136478267518746584999999999999999, 0.09773539928486293, 412, 82, 345
544778824828452736574468336448313528842215275572480805634378277738253747683747181824768664447484623476151736113134434663631675634476666875500405326445720604662503678446388748446454877682288867444244262478818655658768820721874518063452431381732876565735457853888664546723558813454828365115314561561863673248664658562866768666776550708286676687677758656773887338878565527256446828774745662825778866262874688628757585287782861632851454834557648365172476134818825888857855788574678664434858546581687333743815838556266826855687874267276608650472866536385676564884854818757615457746354582887682672827478854606474736552687888686624868684285878576372528611447423655886723817888857353556833517668762882867588768447418775548278278440748888871136478267518746584999999999999999, 0.10084033613445378, 331, 84, 418
544778824828452736574468336448313528842215275572480805634378277738253747683747181824768664447484623476151736113134434663631675634476666875500405326445720604662503678446388748446454877682288867444244262478818655658768820721874518063452431381732876565735457853888664546723558813454828365115314561561863673248664658562866768666776550708286676687677758656773887338878565527256446828774745662825778866262874688628757585287782861632851454834557648365172476134818825888857855788574678664434858546581687333743815838556266826855687874267276608650472866536385676564884854818757615457746354582887682672827478854606474736552687888686624868684285878576372528611447423655886723817888857353556833517668762882867588768447418775548278278440748888871136478267518746584999999999999999, 0.10084033613445378, 331, 84, 418
544778874778527542274438236448313528242215275572783745734378877458253544683747181824168664448486623476151736113133434663631272838877655375306458328445720660662503678446388745446554877682288827544224662478813665658868855761474818063452431361152565735761848857636664766723558315477838365115314561581263273248664658562866568666776550748786676787677755456873887838878363587256446827774445666726678866262674688626357587228766161183751158838584668411623511434818424888857855788574663661444873556681687333743815838555266542656668884227676008050406886536385676564887854148757618457746334582787687657528878452606444736552687738686524887574685378576172528611447423655886723817888857373556833617668762882867588768447418775548278278440748888871136478267518746584999999999999999, 0.10220673635307782, 357, 88, 416
544041574788707542227168231448313285142465875587486005633378256777853548684741161814768654448486638371156736113132434663631675834476656875300407326485700660060523678646368545446454877682288467444246662478115665658768865721874518563452411381732886565735453843888668756725538883457138365115314561568862272788666658562266748066775550748288876687677758656743886338878563527256446888474725262725778866662676688668757585288722861632851148837584648365172474714818825887857851188574668664434858546581687333743115818556266823855687874267274600070476866836385676564884854848757615857776534582785682672827878454604074336552687888686624888684285851576173568561447423658286723887788857875456832565668782682867588768447418775548278278440748888871136478267518746584999999999999999, 0.10268378063010501, 333, 88, 436
544041574788707542227168231448313285142465875587486005633378256777853548684741161814768654448486638371156736113132434663631675834476656875300407326485700660060523678646368545446454877682288467444246662478115665658768865721874518563452411381732886565735453843888668756725538883457138365115314561568862272788666658562266748066775550748288876687677758656743886338878563527256446888474725262725778866662676688668757585288722861632851148837584648365172474714818825887857851188574668664434858546581687333743115818556266823855687874267274600070476866836385676564884854848757615857776534582785682672827878454604074336552687888686624888684285851576173568561447423658286723887788857875456832565668782682867588768447418775548278278440748888871136478267518746584999999999999999, 0.10268378063010501, 333, 88, 436
744778874308452536574468338448313522642225275472480805638378257788253544683787181824768664448484623476151736113134434663631675631476666875300400326445720660660603878446388748446454877682288867444244262478818665658766760721474518013452431388732876585735457853888664546723558213452838365115714561561863673248674658762866768666776550708286676684678758656773587338848563527256446828774745672725778866662874648628757585288722861682851454534557648365872476731811825888857855788574678674334858546581687333743815858556266826756687674267672608650472866536387676564884854817757615457746354582887882672827878854606444736552607888686524868684285858576172528611447423635886523817888877353566833515668762882867588768447418775548278278440748888871136478267518746584999999999999999, 0.10365135453474676, 393, 88, 368
