Genome, Fitness, Wins (O), Losses (O), Draws (O)
544741874488552035574468336448313228641215875572480005633378257757253548683747181824768654448486623446153736113132434663631675834476656875300400326445782660062503678446388748446454877682288867444244662478818665658768865721874518063452411381732876565735453853888664756723558883457838365115314561561863673243666658562866768066776550748286676687677758656773887338878563527256446828474745662725778866262674688628757585287722861632851158834554648365172476734818825888857855788574668664434858546581687333743815838556266823855687874267276608650472866536385676564884857848757615457746354582885682672827878854606444336552687888686624888684285858576172528611447423655886723817888857353556832517668762886867588768447418775548278278440748888871136478267518746584999999999999999, 0.12249705535924617, 319, 104, 426
544741874488552035574468336448313228641215875572480005633378257757253548683747181824768654448486623446153736113132434663631675834476656875300400326445782660062503678446388748446454877682288867444244662478818665658768865721874518063452411381732876565735453853888664756723558883457838365115314561561863673243666658562866768066776550748286676687677758656773887338878563527256446828474745662725778866262674688628757585287722861632851158834554648365172476734818825888857855788574668664434858546581687333743815838556266823855687874267276608650472866536385676564884857848757615457746354582885682672827878854606444336552687888686624888684285858576172528611447423655886723817888857353556832517668762886867588768447418775548278278440748888871136478267518746584999999999999999, 0.12249705535924617, 319, 104, 426
544741874388552736574468336448313228642215875572480805634378257788253544683747181824768664448486623476151736113132434663631675834476666875300400326445780660062503678446388748446454877682288867444244262478818665658768865721874518063452431381732876565735453853888664756723558813457838365115314561561863673243666658562866768666776550708286676687677758656773887338878563527256446828474745662725778866262874688628757585287722861632851158834554648365172476734818825888857855788574678664434858546581687333743815838556266826855687874267276608650472866536385676564884854818757615457746354582885682672827878854606444336552687888686624888684285858576172528611447423655886723817888857353556832517668762882867588768447418775548278278440748888871136478267518746584999999999999999, 0.12249705535924617, 319, 104, 426
544741874388552736574468336448313228642215875572480805634378257788253544683747181824768664448486623476151736113132434663631675834476666875300400326445780660062503678446388748446454877682288867444244262478818665658768865721874518063452431381732876565735453853888664756723558813457838365115314561561863673243666658562866768666776550708286676687677758656773887338878563527256446828474745662725778866262874688628757585287722861632851158834554648365172476734818825888857855788574678664434858546581687333743815838556266826855687874267276608650472866536385676564884854818757615457746354582885682672827878854606444336552687888686624888684285858576172528611447423655886723817888857353556832517668762882867588768447418775548278278440748888871136478267518746584999999999999999, 0.12249705535924617, 319, 104, 426
544741874788707542267168236438313285142465466387880800734388256667853562333747171884468654448345634271357734183772485887528822835476656855347458326485606570064703578646368545446554447662524867544224662478878661808773860564882518063454671161732876535731453853888654756723558885457838365115314467425863272786663248768266245076575550720788676687677758656833787338878764327278447828474475666726575824662676688628385585227722861232851158838554648465172474714818825887857851188574668661444858744688687832743815833755276023855674882287276600070402866536377676564884857848757618457476534582885682672827878454604074336552687788682624868674285851176172568561447423658286723887788857875454532565668762686867588768447418775548278278440748888871136478267518746584999999999999999, 0.1338962605548854, 334, 111, 384
544741874788707542267168236438313285142465466387880800734388256667853562333747171884468654448345634271357734183772485887528822835476656855347458326485606570064703578646368545446554447662524867544224662478878661808773860564882518063454671161732876535731453853888654756723558885457838365115314467425863272786663248768266245076575550720788676687677758656833787338878764327278447828474475666726575824662676688628385585227722861232851158838554648465172474714818825887857851188574668661444858744688687832743815833755276023855674882287276600070402866536377676564884857848757618457476534582885682672827878454604074336552687788682624868674285851176172568561447423658286723887788857875454532565668762686867588768447418775548278278440748888871136478267518746584999999999999999, 0.1338962605548854, 334, 111, 384
544741874788507842267168336448313528631315875302780205583378256667853548633747181884468654448375678277357736185772485887328474835476656875307454822485656674064703578646368548446554874682284867544224662427878661608772860561474018043442111381732876565735453857838668756723858885457838365115314567465863683246663648568266245076565550720788675684485445456333787338878764325778446828424475226726578824662676688628755585287722861232851158638554668365672476734811134388857855788574678664444858744688687824743815838656266823855674882287274600070002866536387676565484857847757615457775337582885682672827878454606444338652687788686624888674285851571113528615447423658886723817888857373554532515668762686867588768447418775548278278440748888871136478267518746584999999999999999, 0.13555291319857313, 315, 114, 412
544741874788507842267168336448313528631315875302780205583378256667853548633747181884468654448375678277357736185772485887328474835476656875307454822485656674064703578646368548446554874682284867544224662427878661608772860561474018043442111381732876565735453857838668756723858885457838365115314567465863683246663648568266245076565550720788675684485445456333787338878764325778446828424475226726578824662676688628755585287722861232851158638554668365672476734811134388857855788574678664444858744688687824743815838656266823855674882287274600070002866536387676565484857847757615457775337582885682672827878454606444338652687788686624888674285851571113528615447423658886723817888857373554532515668762686867588768447418775548278278440748888871136478267518746584999999999999999, 0.13555291319857313, 315, 114, 412
544631874788527542267668336444313224641475875300782205734372256662776568333878181724468654143345534877357736185772485827528826618877655278340458323485656774404703678846368845346554442662265658687287462778878661208772860564882568044452671168152565735765673857638664746723558885457331365515314467161863685526663248868766245076575560720088875684485445456733786838848764327278447828274475266726578824642666688626755585227722861132851148838554648411627511713171134388853585788574668661444578744688687832743811513775262823855674882282266008070402887836385676564884454117755618447476354522885687757528878452606477736552687738686524868588685358571113528515447423658286723517748857373554532565662767686867588768447418775548278278440748888871136478267518746584999999999999999, 0.13557358053302435, 369, 117, 377
544884874588527542267168276444313324142465465300788705734378252662716568333875181884468554748345634277353736115133485837528822678776656278307450326485656674064703578646368548385454487662265658687227462778817665608772860564882518063454671161152565735735443853634454766723533385434821365115314467425868685786636658678766768076575560720788675687675758646743887833878364327278447828772475666726678824662666688626385885227722861182108846648554668411627511714818825887857851188574668661444534744681687852743815138755262523855674682287276008050476866536887678864884877848855618857476334582885687772828878452606477736552688738686524888674685851576172368561447723655286777817848877873464552565622767686867588768447418775548278278440748888871136478267518746584999999999999999, 0.13748531139835488, 401, 117, 333
