Genome, Fitness, Wins (O), Losses (O), Draws (O)
344041175428556075544164236418211325641355675307403756654327656662278578624475485284468657743745534277137731755778385287538862618627656328307554525415206574004202574586368548465827472662564657644827462578875661658762120561842518063452671368152465185735443457688764747725842785753821385123381667486268675786663258564768723076575550770282885684687845456774556838458765427277467888474775666822578626464668588227755585727722851227181856888555645265862471774611134578857588783674673665435854554688682852713811813755666566855774822467676607050472866578885676864444857117757618455476334582885687657827874442604077736552888738686524888688685358576173528511446463658866773887888877373564532565662862882867588768447418775548278278440748888871136478267518746584999999999999999, 0.02724177071509648, 540, 24, 317
344041175428556075544164236418211325641355675307403756654327656662278578624475485284468657743745534277137731755778385287538862618627656328307554525415206574004202574586368548465827472662564657644827462578875661658762120561842518063452671368152465185735443457688764747725842785753821385123381667486268675786663258564768723076575550770282885684687845456774556838458765427277467888474775666822578626464668588227755585727722851227181856888555645265862471774611134578857588783674673665435854554688682852713811813755666566855774822467676607050472866578885676864444857117757618455476334582885687657827874442604077736552888738686524888688685358576173528511446463658866773887888877373564532565662862882867588768447418775548278278440748888871136478267518746584999999999999999, 0.02724177071509648, 540, 24, 317
344041175428556075544164236318211325641355675307403756554327656662278578624475485284468657743745534277137731755738385287538362618627656328307554525415206574004202575586368548465827472662564657644827462578875661658762120561842518063452671368152465185735443457688764747725842785753821385123381667186268675786663258564768223076575550770282885684687845456774856838458765427277467888474775666822578626464668588227755585727722851227181856888555645265862471774611134578857588783674673665435854554688682852713811813755666566855774824467676607000472866578885676864444857117757618455476334582885687657827874442604077746552888738686524888688685358576173528511446463658866773887888877373564532565662862882867588768447418775548278278440748888871136478267518746584999999999999999, 0.02724177071509648, 540, 24, 317
344041175428556075544164236318211325641355675307403756554327656662278578624475485284468657743745534277137731755738385287538362618627656328307554525415206574004202575586368548465827472662564657644827462578875661658762120561842518063452671368152465185735443457688764747725842785753821385123381667186268675786663258564768223076575550770282885684687845456774856838458765427277467888474775666822578626464668588227755585727722851227181856888555645265862471774611134578857588783674673665435854554688682852713811813755666566855774824467676607000472866578885676864444857117757618455476334582885687657827874442604077746552888738686524888688685358576173528511446463658866773887888877373564532565662862882867588768447418775548278278440748888871136478267518746584999999999999999, 0.02724177071509648, 540, 24, 317
744241875428556045544164236418211588641325675378403755654342656662278578288475486884668657748745534253737771575771475283538832668624285328267554585415206574804782545546368548755827472662528667687627422778877661658776860164844516063442671368852465185835443453888664768825842763453837765725311461576268675786663258564768723076575560770762685686685445456774556838458764427278487887774775666822578626264668588266755175227722851232181856887574245265862471711871154588857588783574673665444834554681682852313811813755666566855684484287264080670472866578885676864444857117757618455476337582885677757827878452604477736552888738686524888688685358576173528511446463658866773887888877373564532565622862886867588768447418775548278278440748888871136478267518746584999999999999999, 0.029312288613303268, 575, 26, 286
744241875428556045544164236418211588641325675378403755654342656662278578288475486884668657748745534253737771575771475283538832668624285328267554585415206574804782545546368548755827472662528667687627422778877661658776860164844516063442671368852465185835443453888664768825842763453837765725311461576268675786663258564768723076575560770762685686685445456774556838458764427278487887774775666822578626264668588266755175227722851232181856887574245265862471711871154588857588783574673665444834554681682852313811813755666566855684484287264080670472866578885676864444857117757618455476337582885677757827878452604477736552888738686524888688685358576173528511446463658866773887888877373564532565622862886867588768447418775548278278440748888871136478267518746584999999999999999, 0.029312288613303268, 575, 26, 286
344041175428556075544164236418211325641355675307403756654327656662278578624475485284468657743745534277137731755778385287538862618627656328307554525415206574004502574586368548465826472666564657544627462578875661658772120561842518063452671368152465185735443457688764747725842785753821385123381667481268675786663258564768723076575550770682885684687845456774556838458765427277467888474775666822578626464668588227755585227722851227181856888555645265862471774611134578857588783674673665435854554688682852713811813755666526855774822467676607050472866578885676864444857117755618455476334582885687657827874442604077736552888738686524888688685358576173528511446463658866773887888877373564532565662862882867588768447418775548278278440748888871136478267518746584999999999999999, 0.02937853107344633, 542, 26, 317
344041175428556075544164236418211325641355675307403756654327656662278578624475485284468657743745534277137731755778385287538862618627656328307554525415206574004502574586368548465826472666564657544627462578875661658772120561842518063452671368152465185735443457688764747725842785753821385123381667481268675786663258564768723076575550770682885684687845456774556838458765427277467888474775666822578626464668588227755585227722851227181856888555645265862471774611134578857588783674673665435854554688682852713811813755666526855774822467676607050472866578885676864444857117755618455476334582885687657827874442604077736552888738686524888688685358576173528511446463658866773887888877373564532565662862882867588768447418775548278278440748888871136478267518746584999999999999999, 0.02937853107344633, 542, 26, 317
744041875426556045544164236418211325641355675307403756654327656662278568624875486886668657748745534253337771575771475287538832668677656328307554385445206574004782545886368548755827472662524667687627422778875661658772860164844516063442671368852465185735443857684764747725842763434837765721311467486268675748664258564768728078578560770282885586687845456774556838458745327278487228774475666822578226464668588227755585727722851232181858888555645265862471774611134578853588783577673664434834544688682852713811813755662566855674472467676607050472866578385676564444857117757618447476354582885677757827878452604477736552888738686524888584685378576173521511446463658866773887888877873566532565662862886867588768447418775548278278440748888871136478267518746584999999999999999, 0.029511918274687854, 576, 26, 279
344041875428556075544164236418211588641655675307403756654627656662278578688475185884468657743745634277837731775734785286538862618627655328307557475475206574004782544546368548445827472662524657647827462778875661658776860564842518063452671368842465185735443453688664748825842785453837765725311657486268685786663688548262723078575550770282885684687845455874756838478764427278486888474775666822578624664668588227755185227722851227181856887555648465172474711871134578857585783374673665444854554688682852713811113755266566856774822467676607050472866578885676864444857117757618455476334582875687757528478442604477736552888738686524888688685358576173528611446423658866773887888877373564532565662887682867588768447418775548278278440748888871136478267518746584999999999999999, 0.032, 553, 28, 294
