Genome, Fitness, Wins (X), Losses (X), Draws (X)
422565885782725352337268565411576244268657455604785726437545256752876362344458687174817525138343424247335615188188214337310443230726786835548068666414876770460537878547887558385326725688668268875787662627523826208816137121688052042644417868835385153431843435484674748385888265477318351333834761528886685623764288848776775883010050076266778784878455455338765338473543327226486884454525276726768868442858487748355571821127661683758848534557820361623474414181133585573685135357848865864853756381682234765321511546666043758567488726826088572402766578385686845847874117777575857776357525875677752888448842776077738652888788566564487588688878576172361615447428555287773581846854373464832665628787842867588768447418775548278278440748888871136478267518746584999999999999999, 0.023809523809523808, 140, 4, 24
422565885782725352337268565411576244268657455604785726437545256752876362344458687174817525138343424247335615188188214337310443230726786835548068666414876770460537878547887558385326725688668268875787662627523826208816137121688052042644417868835385153431843435484674748385888265477318351333834761528886685623764288848776775883010050076266778784878455455338765338473543327226486884454525276726768868442858487748355571821127661683758848534557820361623474414181133585573685135357848865864853756381682234765321511546666043758567488726826088572402766578385686845847874117777575857776357525875677752888448842776077738652888788566564487588688878576172361615447428555287773581846854373464832665628787842867588768447418775548278278440748888871136478267518746584999999999999999, 0.023809523809523808, 140, 4, 24
423765845205225352337268565411576244268657455504785726457545256752876362344458487478817525138344584247331531854484351837310443230726786836548068666314876770460537878547887558385378825688668855565788467475113726208876137121688052042644417868835385153431843435434674748385838265477318351333834761528888685742223288848776776883010050076266778784878455455338765338473543327226486884454525276726768868442858487748355571821127661683758848534557820361623474414181133585573688135357867675837373745551682234765321511546666043758567488726826088572400766878385688865847474817777515455445557525875677752888448842774047738566808738566564487588288858171172328515447428558287773581846854373466552665222887842867588768447418775548278278440748888871136478267518746584999999999999999, 0.023809523809523808, 140, 4, 24
423765845205225352337268565411576244268657455504785726457545256752876362344458487478817525138344584247331531854484351837310443230726786836548068666314876770460537878547887558385378825688668855565788467475113726208876137121688052042644417868835385153431843435434674748385838265477318351333834761528888685742223288848776776883010050076266778784878455455338765338473543327226486884454525276726768868442858487748355571821127661683758848534557820361623474414181133585573688135357867675837373745551682234765321511546666043758567488726826088572400766878385688865847474817777515455445557525875677752888448842774047738566808738566564487588288858171172328515447428558287773581846854373466552665222887842867588768447418775548278278440748888871136478267518746584999999999999999, 0.023809523809523808, 140, 4, 24
423865713570723382326237265387576244243514775804785726477857668287775278232551577721727668523836584247511774111782734755131443115487486235548065666314876770460537878576387558385378825688225855565228662626125726287152128528686566567116138868835385153431843484686764748335248763757181787318335517528856685742223585684288576866576020076260756774878455486873565338848545325258746787255425668776578664666774444267357577227127166187755846538475620211662561431171125578558881768574648864337374544588623854763325551651626543788567484267822088058406767878387688865844874147757578855776354825885677652588448842704077738652888788562668488684685858171172328515346728658866577581846377353464552667262762642867588768447418775548278278440748888871136478267518746584999999999999999, 0.03125, 196, 8, 52
423865713570723382326237265387576244243514775804785726477857668287775278232551577721727668523836584247511774111782734755131443115487486235548065666314876770460537878576387558385378825688225855565228662626125726287152128528686566567116138868835385153431843484686764748335248763757181787318335517528856685742223585684288576866576020076260756774878455486873565338848545325258746787255425668776578664666774444267357577227127166187755846538475620211662561431171125578558881768574648864337374544588623854763325551651626543788567484267822088058406767878387688865844874147757578855776354825885677652588448842704077738652888788562668488684685858171172328515346728658866577581846377353464552667262762642867588768447418775548278278440748888871136478267518746584999999999999999, 0.03125, 196, 8, 52
423775745205225284337268565411576244268657455504785726477545574777375578232415477478117450623384584247511531854484351837310443230726786835548068666314876770460537878547887558385378825688625855565788467475113726208616137121888058714644417868835385153431843435484674748385888265477318351333834767528856685742223285848776775883010050076266778784878455455338765338473543327226486728254745868776576224664758688226785577228127661687758848534557820361623671431171125377558558135357867674437373745551682234765321511546666543788567488726826088572402766878385688865847474817855615455445534822875672772888448842776047738566808738566564487588288858171172328515447428555287773581846854375466552667222887842867588768447418775548278278440748888871136478267518746584999999999999999, 0.04918032786885246, 180, 12, 52
423775745205225284337268565411576244268657455504785726477545574777375578232415477478117450623384584247511531854484351837310443230726786835548068666314876770460537878547887558385378825688625855565788467475113726208616137121888058714644417868835385153431843435484674748385888265477318351333834767528856685742223285848776775883010050076266778784878455455338765338473543327226486728254745868776576224664758688226785577228127661687758848534557820361623671431171125377558558135357867674437373745551682234765321511546666543788567488726826088572402766878385688865847474817855615455445534822875672772888448842776047738566808738566564487588288858171172328515447428555287773581846854375466552667222887842867588768447418775548278278440748888871136478267518746584999999999999999, 0.04918032786885246, 180, 12, 52
423775745205225284337268565411576244268657455504785726477545674777375578232415477478117450623384584247511531854484351837310443230726786835548068666314876770460537878547887558385378825688625855565788467475113726208716137121888058714644417868835385153431843435484674748385288265477318351333834767526856685742273285848776775883010050076266778784878455455338765338473543327226486828254745868776576224664758688226785577228127661687758848534557820361623671431171125377558558135357867674437373745551682234765321511546666543788567488726626088572402766878885688865847474817855615455445534822875672772888448844776047738566808738566564487588288858171172328515447428555287773581846854375466552667222887842867588768447418775548278278440748888871136478267518746584999999999999999, 0.04918032786885246, 180, 12, 52
423775745205225284337268565411576244268657455504785726477545574777375578232415477478117450623384584247511531854484351837310443230726786835548068666314876770460537874547887558385378825688225855565788467475113726208616137121888058714644417868835385153431843435486674748385888265477318351333834767528856685742673285848776775883015050076266778784878455455738765338473543327226486728254745868776576224664758688226785577228127661687758848534557820361623671431171125377558558135357867674437373745551682234765321511546666543788567488726826088572402766878385688865847474817855615455445534822875672772888448442776047738566888738566564487588288858171172328515447428555287773581846854375466552667222887842867588768447418775548278278440748888871136478267518746584999999999999999, 0.04918032786885246, 180, 12, 52
422571785782725284337268565411576244268657455604785726477545574777375578272415687174117450643383424247515645188188214337310443230726786835548068666414876770460537878547887558385326725688625268875787662627523826208616137121888058714644417868835385153431843435464674748385888265477318351333834767528856685623764285848776775883010050076266778784878455455338765338473543327226486728254745868776576224664758688226785577218127661687758848534857820361623671431171125377558555135357848864464853756381682234765321511546666543788567488726826088572002766578385686845847874117857675857776334822875672772888448842776077738652888788566564487588688878576172361615447428555287773581846854375464832667628787842867588768447418775548278278440748888871136478267518746584999999999999999, 0.04918032786885246, 180, 12, 52
423775745205225284337268565411576244268657455504785726477545574777375578232415477478117450623384584247511531854484351837310443230726786835548068666314876770460537874547887558385378825688225855565788467475113726208616137121888058714644417868835385153431843435486674748385888265477318351333834767528856685742673285848776775883015050076266778784878455455738765338473543327226486728254745868776576224664758688226785577228127661687758848534557820361623671431171125377558558135357867674437373745551682234765321511546666543788567488726826088572402766878385688865847474817855615455445534822875672772888448442776047738566888738566564487588288858171172328515447428555287773581846854375466552667222887842867588768447418775548278278440748888871136478267518746584999999999999999, 0.04918032786885246, 180, 12, 52
433774174582761385866455761137237244268457455382760706557475448766852288232486465476144470427753633328181816178333177787810643238488286233780668666314876706264782575486384878568876742257228645567828427625788856272672837121884858714447778363835885153735875355866534147585243317673337367515211713186338652628423285847776778866586050208288756576478878454338787373558345455876864888454745828775676226442858474768765571821127156122158854634485660265827664174671133585557558768357867374365558534558682823761337131675626543776678624426674668000076786578885688564844877148875615455776554825877672752588478442704474738562807786562564487684665858181172521661467763655886727817748877355566552567628787682867588768447418775548278278440748888871136478267518746584999999999999999, 0.05172413793103448, 176, 12, 44
423775745285225284337268565411576244268657455304050848577545574777375578232415477478117450623384583331131816178333173285118224815487486238540407462314806720460537878547887558385324775672625858865788467475113726207152128528676862514116138848446558865431848755486575458537288265477318357318335515126256685762223285848776775883010050006766778784878455455873565338848545327226486828254745868665625824664758688226787117228122151187758848534557820361623671431171125578558851768574648864365553734558632234765321511546666542788568478282822608572402766876887688845844874147757515857446354825875672772888448842704477738652888788562668488684685851181172568515346728555287773581846854375464552667222887842867588768447418775548278278440748888871136478267518746584999999999999999, 0.06153846153846154, 200, 16, 44
422565845205225252366155765387573244243514775804785726477855448632358584732551577721727678523836584238135774111782734325131443120576782835548068666462006000422537878547887558385388574258625855565228662626125726603816138121886566547144417168835385153431843435488674748385888265477318567333733767528856682642223285864788776883578020076266778784878755455338765338473543325258746787255425668776578866442874444226785571821127166187758846538475848261622561434178125385558881768334848864337354544588623852761311533546626543788567484767622088572026767878387688864447857148877578855776354582885677652588848454704077738552808738562564487588688858571113521615447428555287773581846857373464833665628782642867588768447418775548278278440748888871136478267518746584999999999999999, 0.06153846153846154, 196, 16, 48
422565845205225252366155765387573244243514775804785726477855448632358584732551577721727678523836584238135774111782734325131443120576782835548068666462006000422537878547887558385388574258625855565228662626125726603816138121886566547144417168835385153431843435488674748385888265477318567333733767528856682642223285864788776883578020076266778784878755455338765338473543325258746787255425668776578866442874444226785571821127166187758846538475848261622561434178125385558881768334848864337354544588623852761311533546626543788567484767622088572026767878387688864447857148877578855776354582885677652588848454704077738552808738562564487588688858571113521615447428555287773581846857373464833665628782642867588768447418775548278278440748888871136478267518746584999999999999999, 0.06153846153846154, 196, 16, 48
423775713205525332337258765411537684268457455382760706557545656752876362344458687476117455138343484231135615188188214323310444810728486835548068666462706000402780878547887558585388574252668268865787662627523876603816137121888558717616141841446558865431848455486554458385558887173337787315214761478888655262623585664282575878686050076766856776685758855348767373558364328228786784755475868775576224664758487748355571821127661683788858534557828211623671431171133585573685168354848874337853745558137253761111153546666043788567488726866087058426886878385678545844474818855675855745534522775677752588448844704477738652888788566564488684288878576173561561346728555287777581846857373454833665222882842867588768447418775548278278440748888871136478267518746584999999999999999, 0.06896551724137931, 188, 16, 28
437226241202825284337257765541776644268460255608880806658475264472885354778076467874817525536444353473511531834423151653811622238488286236748064668475876704664535774576585565385377774672585258864868422626185776683673128715558453064146631143135855755831675355866534148522854317632123167515211613186338572663474550747726765883566720778760855784878455486374887375858363327727787224755475868775625866654876548727785517828782656683155844834485640281677666731171425375558871738374463631467578445551633334261337131675872842778577824726666788552000886878377676865844877148875615445776554822777672772888878844776044336556688786562664467588688858571112568615366468555886777817846854853456552515228882886867588768447418775548278278440748888871136478267518746584999999999999999, 0.06976744186046512, 136, 12, 24
474565713570725382326235766545733186654511428384050848557628452755872284773088817174728455138343683331131816178333173285118224815487486238540457462285226724220537874676338753366324775672668268876687662626125726287152128528676862514116138848446558865431848455486575458535248765757181787318335515126256685242623585664282576866576062006760756777878455486873565338848545385876884828254746868665625864452858488247357111817762151127185154638575620211173671731171125578558881768574648864365553734558632234761317118551826042858788478282822607058402887876887688845844874147757515857446354825885677772888448842704477738652888788562668488684685851181172568515346728658866577581846377353464552667222882842867588768447418775548278278440748888871136478267518746584999999999999999, 0.0784313725490196, 152, 16, 36
423775745205225252337227265387576244243514775804785726477857668287775278232551577721727668523836584247511774111782734755131443120576786835548065666314876770460537878547887558385378825688625855565228464626513756208616138121886566567144417868835385153431843484685764748385888265477318517311843767528856685742223285864788776883578020076266778784878755455338765338473543325258746787255425668776578664666774444226785577227127166187758846538475848261662561431171125375853651165354463674437374544588623853715325551651626543788567484267622088572026767878387688864447857817857578855776354582885677652588848454704077738552808738566564487588288858171172328515447428555287773581786354353564552667262762642867588768447418775548278278440748888871136478267518746584999999999999999, 0.08333333333333333, 168, 20, 52
423775745205225252337227265387576244243514775804785726477857668287775278232551577721727668523836584247511774111782734755131443120576786835548065666314876770460537878547887558385378825688625855565228464626513756208616138121886566567144417868835385153431843484685764748385888265477318517311843767528856685742223285864788776883578020076266778784878755455338765338473543325258746787255425668776578664666774444226785577227127166187758846538475848261662561431171125375853651165354463674437374544588623853715325551651626543788567484267622088572026767878387688864447857817857578855776354582885677652588848454704077738552808738566564487588288858171172328515447428555287773581786354353564552667262762642867588768447418775548278278440748888871136478267518746584999999999999999, 0.08333333333333333, 168, 20, 52
422565885782725332366155761137237686786778428262088726477545448632358584778458685476144475138343484238135615188188214322810643238426786835548068666462006000402780865586384858385388574258268268845687662626125726603816137121688052042144417168835385153431843435488674748385554317674337357333734761528882752623764258877276778878686054076766856776448778454348767373558753328278786784754575868726768866442858487768755571821127851227185856534557828211122666734171125385558881768354848864337358745558187352761311533546666043788567488726866080572402766578385686845844477148877615445776554522775677752588878442776044738662807838562564487588688858571113521665447428555287773581846857373464833665628787882867588768447418775548278278440748888871136478267518746584999999999999999, 0.08955223880597014, 204, 24, 40
423775713205525288337258765411537684268311628604050843438375448632358584378076665476728734645434428373757144411388313286381324368488486232780457468483675664660537878547887553366324722782758227566226267476125726608676128528688863087116778841442588865431843445855467747735248765753133315538714761478888655262623585664282575883010068006266778784878878454348767373558753385777746824755475868775675624664778688247357111817762156222188858584584220411623676431171124875558881768357877834337353734688633824761311513546866043788567488722274707650402887876385678545844474817855615455745534825885677752588848854606447738656888738682668487684665371581372561561347728658886577581886854373454533665222862842867588768447418775548278278440748888871136478267518746584999999999999999, 0.09090909090909091, 156, 20, 44
423775713205525288337258765411537684268311628604050843438375448632358584378076665476728734645434428373757144411388313286381324368488486232780457468483675664660537878547887553366324722782758227566226267476125726608676128528688863087116778841442588865431843445855467747735248765753133315538714761478888655262623585664282575883010068006266778784878878454348767373558753385777746824755475868775675624664778688247357111817762156222188858584584220411623676431171124875558881768357877834337353734688633824761311513546866043788567488722274707650402887876385678545844474817855615455745534825885677752588848854606447738656888738682668487684665371581372561561347728658886577581886854373454533665222862842867588768447418775548278278440748888871136478267518746584999999999999999, 0.09090909090909091, 156, 20, 44
