Genome, Fitness, Wins (X), Losses (X), Draws (X)
425386687256443044341753555425873182248570460387628573633842572466888566644057544772424238643685525257853141175433733357160424114866456338787788368312728682402503678477357853343458847668726427577887726426823758207763138568646582717812117344446865735668458854665737456325852342452527358378813453178658606746726651778268243688785030826268658567447848885833866833448753428757784787224776876765675668656774488226388587817282868133155144884587260485162564774681124585553555183677648665434553534686782822765135513755873542878768482726672600578272786876377576844487857847755575855446334522775877752588478842606074738552808836666528487588285851171312521511367723535267573811848874873466533515622862682867588768447418775548278278440748888871136478267518746584999999999999999, 0.05263157894736842, 140, 12, 76
436524577765361366775728367711263242151630757807053806688688854775312388374481567826113535528833582733551536483714131682837672828478466823388487648216200684220530664875365358383578884658625428665284272548727261108716727561886416844656737111122386737875383755435534751333538867157321758725313415178636676222423555582284275073780834046622756686488748884774757335448763527776884784752725222665566226456678477646767577711766858123855416648585825416872511433871153888853858165557847671444873536656182354315325533541826846755667424467874767652272786878877678544884457118857578855476554522887682672588444452676077336662808888686524467684268358581313521561347723538286723587848357853466532515628787882867588768447418775548278278440748888871136478267518746584999999999999999, 0.1, 188, 28, 64
436524577765361366775728367711263242151630757807053806688688854775312388374481567826113535528833582733551536483714131682837672828478466823388487648216200684220530664875365358383578884658625428665284272548727261108716727561886416844656737111122386737875383755435534751333538867157321758725313415178636676222423555582284275073780834046622756686488748884774757335448763527776884784752725222665566226456678477646767577711766858123855416648585825416872511433871153888853858165557847671444873536656182354315325533541826846755667424467874767652272786878877678544884457118857578855476554522887682672588444452676077336662808888686524467684268358581313521561347723538286723587848357853466532515628787882867588768447418775548278278440748888871136478267518746584999999999999999, 0.1, 188, 28, 64
436324577765361066775735278331386242151630757807053806688688854775312388374481547826113535528833582733151546483714131385830376664678276823388487648216206684220530664875365358383878874758625867665284272548727261108716727561846486047446737143422386787875383755435538751333538867157513517511311761481636676222423555582284275073780834046622756686488448884774757375448563527776884784755425222675565226456678577646767577711766858123155416648585825416872511733871153888853858165557847671444873736656183834363335158551826823755667424462874767652272786878877678544884457118857578855475554525877682677828444452676077336662808888686524467684268358581372521561347723538286723587788354853466532517628787882867588768447418775548278278440748888871136478267518746584999999999999999, 0.10606060606060606, 180, 28, 56
453623614247341084785678215547752622284757620854485023573642654788215756372457446884123430146456573226711581571782387825337835871484466285667740545873856660602753747475387554488477572672285827647647267625715871683662120161576066882666738148723456557471645883458738146373554817453828318173785773466336605263723640668624678026660534808080878776477455845843856338878364487857466244424525826672776624654858544768765877817262866633788858887485628486623614474178153378858858183657678361367573544686682353711127551756223862675678822226624660672222787578377578545847454847855615457745357585887877657827478442704047348656807736682564887588668371171372321665446768638267577817888854353554853515268767682867588768447418775548278278440748888871136478267518746584999999999999999, 0.10606060606060606, 184, 28, 52
453623614247341084785678215547752622284757620854485023573642654788215756372457446884123430146456573226711581571782387825337835871484466285667740545873856660602753747475387554488477572672285827647647267625715871683662120161576066882666738148723456557471645883458738146373554817453828318173785773466336605263723640668624678026660534808080878776477455845843856338878364487857466244424525826672776624654858544768765877817262866633788858887485628486623614474178153378858858183657678361367573544686682353711127551756223862675678822226624660672222787578377578545847454847855615457745357585887877657827478442704047348656807736682564887588668371171372321665446768638267577817888854353554853515268767682867588768447418775548278278440748888871136478267518746584999999999999999, 0.10606060606060606, 184, 28, 52
414178624876022562781828464527381378746478736426728770474587488465878272674851141164767420655888482757155176575483485632525372861722667323675767482486222504682287544645584573386574484777528455467786277748817851858118865524572586887816646381442578563765685854464538161582582863453521758135343477668853755268272351588776246826566722840662776686847846845334867573473353458876464724225446228825528226262856478728358171781226158183888444634557265481822616714688853368673888765678848864344873746588137823365817853556823866788684884722222787608420766878875678864447474817877678457745557822875672757528448844604077338556807736586568488584268358176313521665466468655286773887848854873454552615622882682867588768447418775548278278440748888871136478267518746584999999999999999, 0.11290322580645161, 176, 28, 44
414178624876022562781828464527381378746478736426728770474587488465878272674851141164767420655888482757155176575483485632525372861722667323675767482486222504682287544645584573386574484777528455467786277748817851858118865524572586887816646381442578563765685854464538161582582863453521758135343477668853755268272351588776246826566722840662776686847846845334867573473353458876464724225446228825528226262856478728358171781226158183888444634557265481822616714688853368673888765678848864344873746588137823365817853556823866788684884722222787608420766878875678864447474817877678457745557822875672757528448844604077338556807736586568488584268358176313521665466468655286773887848854873454552615622882682867588768447418775548278278440748888871136478267518746584999999999999999, 0.11290322580645161, 176, 28, 44
453625614223031042725638215547771582364757620850855356485342562257263688238075441172677255733833634341381548174313154237817366374882482383547008883863656584208035844577787554488477525288755245547624672428728858152862720175576066713442177768723456557471643883488764136785383883673383718173785775586383783288266308887874665873078758708720888776647775856873557378878364487858466244424525826626525226656858688768765877817262866633788858638855628481623614474173853378853858183657668835467833744686622253711125553775222862778787682227866668602400887836377578565844874847857515857776357885877687672528844454706077348656887788582628887588688371571172328665446768638267577817888854353564853515268762646867588768447418775548278278440748888871136478267518746584999999999999999, 0.11764705882352941, 184, 32, 56
453623614247341086775738367711762622284750574570453823573642654786312368774485671281123430146475374846363781575714131682537672828478467653346700585813876660602730664875365354488477722652286428865626727625715871683662130161576066884616738148423456553464358387556534751337534817643833318133711553476336703588626551674872225873780834046680856686488458445843856338578363528778864288424578222666565226456658448646767587711766866633885816648585825416862516733871153378657658165537847675367573546656182354315325533641662043875678822226674767652272786836877678544884857118855578857445554522887687657887444452676077336662887788666524467688665871571372321665446768638267577817888854355554553515222882882867588768447418775548278278440748888871136478267518746584999999999999999, 0.1206896551724138, 160, 28, 44
478573635373335562585657514143771582216428450822850073867875657285316766382476461122144537145646378473515738171133731635131635368572432776577704483682800502422585564576734868768878742882524468575826254646528226872776650528446486742612711141833475837765655787534764136787244717452538188778744573566233755646433508587288266878516058042008878776647848655744786378878765527278447788772546872725526868246674644226765571288782151182781816544574820216677516731878453567878871735378668635467834735381733822763811138746873823755584422787676688652226867538885686845884857147877678855475334882885677672528878852606074346562887738662524868578268871181372361515467423538266573511846877873454553617628782846867588768447418775548278278440748888871136478267518746584999999999999999, 0.1206896551724138, 180, 28, 24
478573635373335562585657514143771582216428450822850073867875657285316766382476461122144537145646378473515738171133731635131635368572432776577704483682800502422585564576734868768878742882524468575826254646528226872776650528446486742612711141833475837765655787534764136787244717452538188778744573566233755646433508587288266878516058042008878776647848655744786378878765527278447788772546872725526868246674644226765571288782151182781816544574820216677516731878453567878871735378668635467834735381733822763811138746873823755584422787676688652226867538885686845884857147877678855475334882885677672528878852606074346562887738662524868578268871181372361515467423538266573511846877873454553617628782846867588768447418775548278278440748888871136478267518746584999999999999999, 0.1206896551724138, 180, 28, 24
436524577765361066775738367711263168631630574570453806688688854776312368774485547826113554645455374846363715573714131682837672828478467653346707363882206684220530664875365358383578884658628428565626652548727261108716727561886416844656737111122386737871383755484574751333538717134321158725313455178636676222423555582284275073780834046622756686488458446773757375448563527778864288452725222666565226456678448646767577711766858123885416648585825416862516733871153888677858165537847671444873536656182354315325533641662046755667424462874767652272786878877678544884857118857578857445554522887677672588444452676077336662888788666524467684288851581313528561347723538286723587848354853566533615222882882867588768447418775548278278440748888871136478267518746584999999999999999, 0.12903225806451613, 176, 32, 40
453623614247341084785678215547752622284757620854485023573642654788215756334778671281123430146456573226711581575782453225337835171484466285667740545883856660602753747475838364488477725672285627647646727625715871683662120161576066884666738148423456553464358387556535167737534817743833318133711553466336703523626551674874225876760828808080858776477455845843856338878364487857466247224528678872676624454658478668765877811262866633888858887485628486122614474118453378657688735557677675367573544686682253711127533641223543875678822226624660672222767536885576864487874847855615457745357585887687657827478442704047348656807736682564887588665871571372321665446768638267577817888854353554853515268867682867588768447418775548278278440748888871136478267518746584999999999999999, 0.1323529411764706, 176, 36, 60
453623614247341084785678215547752622284757620854485023573642654788215756334778671281123430146456573226711581575782453225337835171484466285667740545883856660602753747475838364488477725672285627647646727625715871683662120161576066884666738148423456553464358387556535167737534817743833318133711553466336703523626551674874225876760828808080858776477455845843856338878364487857466247224528678872676624454658478668765877811262866633888858887485628486122614474118453378657688735557677675367573544686682253711127533641223543875678822226624660672222767536885576864487874847855615457745357585887687657827478442704047348656807736682564887588665871571372321665446768638267577817888854353554853515268867682867588768447418775548278278440748888871136478267518746584999999999999999, 0.1323529411764706, 176, 36, 60
436327577725361066775735278331366246161630767852853366485348854775312244788078486821824527623833634353151546483712137235830876221722257672707605323216206684222535844438337568548887445778565855665868422428183725882753827515486586547866436113855387588871448757534435751333532863433323781135781751481686673588266308867872628723578754046622756686488758884733855853853764358226846728224725268876626256456778577646755811281122166233151418537585665481677614413878425878853871138677478634834874755556787332343835553755222862785787424462874668552272887538887678844887874117857578857745554585877682652528448444606444348662608888686524887684288351186113321611466728635287727517848854853466832517228887882867588768447418775548278278440748888871136478267518746584999999999999999, 0.13333333333333333, 156, 32, 52
