Genome, Fitness, Wins (X), Losses (X), Draws (X)
425386687256443044546728367715873182248570260387628376474842572466888266344481844772413738628835522757853141175482387837160424114866456338787788362486222504682287544648585853343458847668726427577786267426823761108716737568646582714612117344446865735668458854665737456323554817452527358373785773466336605262723645582668243688785030826268658567447848885833867333478763528757784787224776876765675668656774488226367577711782868123155144884587260485162564774681124585553555183677648665434553534656682822765817553656823862878768482726672600672272787578375678864847457848855575855446357822875672757528448854604047338556888736666528487588285851171313521511367763535267773881848854873454552615268767682867588768447418775548278278440748888871136478267518746584999999999999999, 0.034482758620689655, 140, 8, 84
425386687256443044546728367715873182248570260387628376474842572466888266344481844772413738628835522757853141175482387837160424114866456338787788362486222504682287544648585853343458847668726427577786267426823761108716737568646582714612117344446865735668458854665737456323554817452527358373785773466336605262723645582668243688785030826268658567447848885833867333478763528757784787224776876765675668656774488226367577711782868123155144884587260485162564774681124585553555183677648665434553534656682822765817553656823862878768482726672600672272787578375678864847457848855575855446357822875672757528448854604047338556888736666528487588285851171313521511367763535267773881848854873454552615268767682867588768447418775548278278440748888871136478267518746584999999999999999, 0.034482758620689655, 140, 8, 84
433528624876063366775728464527351242151478820854488773573642654465875756674851141184123435555853582733551536483714331682837672828478466285668485648216200684220530664475387554488477572778628455447647277748817851108716827161886416887866738148723456557471683755435634751333538867157321758135343477688853755268272355582284275073780834046622756676477458845874757335478763527776884784752725222665576624654858544768765877811766858133788858884485665486623614474178153888853858165557847671444858746588187354315325533541873862755667422467874767652272766878877578545447474847855675457775357585887877672588444452676077336662807736686524487684268358581313521561347723538286723587888357853554853615622787882867588768447418775548278278440748888871136478267518746584999999999999999, 0.046875, 212, 12, 32
433528624876063366775728464527351242151478820854488773573642654465875756674851141184123435555853582733551536483714331682837672828478466285668485648216200684220530664475387554488477572778628455447647277748817851108716827161886416887866738148723456557471683755435634751333538867157321758135343477688853755268272355582284275073780834046622756676477458845874757335478763527776884784752725222665576624654858544768765877811766858133788858884485665486623614474178153888853858165557847671444858746588187354315325533541873862755667422467874767652272766878877578545447474847855675457775357585887877672588444452676077336662807736686524487684268358581313521561347723538286723587888357853554853615622787882867588768447418775548278278440748888871136478267518746584999999999999999, 0.046875, 212, 12, 32
453623624828031086775737514443571582216428456420828770477875657285318768774485671164767420455888483727711581571782387832125372861722667653346767885812800502402030765576734878768878745288755855467786267625718626872776650161478066882616646381442578563471643787464538161582582883453521758173785775166336683642433581674874675873516058042008878776647846844373767373573353458876464744424546228825525228246674648226358171288782156633881816648557628481822616714688153368657658565578668635464833744681733822745817838546873023755584422286624767552226867536885686845884857818855678457745357822887687657527448844604077348656887788582668868578665871571372321665446723538266573817788857353454552615622882882867588768447418775548278278440748888871136478267518746584999999999999999, 0.05, 160, 12, 68
453623624828031086775737514443571582216428456420828770477875657285318768774485671164767420455888483727711581571782387832125372861722667653346767885812800502402030765576734878768878745288755855467786267625718626872776650161478066882616646381442578563471643787464538161582582883453521758173785775166336683642433581674874675873516058042008878776647846844373767373573353458876464744424546228825525228246674648226358171288782156633881816648557628481822616714688153368657658565578668635464833744681733822745817838546873023755584422286624767552226867536885686845884857818855678457745357822887687657527448844604077348656887788582668868578665871571372321665446723538266573817788857353454552615622882882867588768447418775548278278440748888871136478267518746584999999999999999, 0.05, 160, 12, 68
425386687256443044341753555425873182248570460387628573633842572466888566644057544772424238643685525257853141175433733357160424114866456338787788368312728682402503678477357853343458847668726427577887726426823758207763138568646582717812117344446865735668458854665737456325852342452527358378813453178658606746726651778268243688785030826268658567447848885833866833448753428757784787224776876765675668656774488226388587817282868133155144884587260485162564774681124585553555183677648665434553534686782822765135513755873542878768482726672600578272786876377576844487857847755575855446334522775877752588478842606074738552808836666528487588285851171312521511367723535267573811848874873466533515622862682867588768447418775548278278440748888871136478267518746584999999999999999, 0.05263157894736842, 140, 12, 76
453623617256343044346728367715263242284750460387628376474588854775312388374481567872413738628835522757853141175482387832125372868478466823388487682486222504682287544645585358383578884658725827667786267625718861108716737561886062844612117344446868538668458854665737456323554817453521758173785773466336605263723645582668243073780030848082776686448746854334757333478763528876784784224776876765678666656774488226367577711782868123158444634557628481822511433871153588853858183677648665367553546686682323365817853556823866878768484726224660672272787578375678864847457848857578857745557822875672757528448854604077338556888736666524487688285851581113521511367768655286773887848854873454552615268767682867588768447418775548278278440748888871136478267518746584999999999999999, 0.05405405405405406, 208, 16, 72
425524617256343044341728367715263242244750460387628376474585854775312388374451567872413738627835525257853141175482387832160472828476466823388487682416200682402003678875365358383578884658726427477887776448718861108716727561886052844612117344446868538468458884665737456325852817453521758173785773466336605263723645542268743073780030846682756567448746854334757333448763528876784784224776876765678666656774488226367577711782868123158444634857628481822511433871153588853858183677648665437553546686682323365817551555873542878768484726224660672272787876377576844887857848857578855445557822875672757528448854604077338556888736666524487688285851581113521511367723538286723587888357853466532515622782882867588768447418775548278278440748888871136478267518746584999999999999999, 0.0547945205479452, 208, 16, 68
425524617256343044341728367715263242244750460387628376474585854775312388374451567872413738627835525257853141175482387832160472828476466823388487682416200682402003678875365358383578884658726427477887776448718861108716727561886052844612117344446868538468458884665737456325852817453521758173785773466336605263723645542268743073780030846682756567448746854334757333448763528876784784224776876765678666656774488226367577711782868123158444634857628481822511433871153588853858183677648665437553546686682323365817551555873542878768484726224660672272787876377576844887857848857578855445557822875672757528448854604077338556888736666524487688285851581113521511367723538286723587888357853466532515622782882867588768447418775548278278440748888871136478267518746584999999999999999, 0.0547945205479452, 208, 16, 68
