sim_id,generation,fitness
1,1,0.11267605633802817
1,2,0.08823529411764706
1,3,0.038461538461538464
1,4,0.038461538461538464
1,5,0.038461538461538464
1,6,0.019230769230769232
1,7,0.019230769230769232
1,8,0.0136986301369863
1,9,0.0136986301369863
1,10,0.0
2,1,0.14035087719298245
2,2,0.09722222222222222
2,3,0.0
3,1,0.05454545454545454
3,2,0.05357142857142857
3,3,0.04918032786885246
3,4,0.03508771929824561
3,5,0.01639344262295082
3,6,0.0
4,1,0.1125
4,2,0.1125
4,3,0.1125
4,4,0.04918032786885246
4,5,0.023809523809523808
4,6,0.023809523809523808
4,7,0.014285714285714285
4,8,0.014285714285714285
4,9,0.0
5,1,0.06666666666666667
5,2,0.058823529411764705
5,3,0.03125
5,4,0.03125
5,5,0.013157894736842105
5,6,0.012658227848101266
5,7,0.0
6,1,0.12903225806451613
6,2,0.08928571428571429
6,3,0.05
6,4,0.01694915254237288
6,5,0.01694915254237288
6,6,0.01639344262295082
6,7,0.0
7,1,0.05084745762711865
7,2,0.05084745762711865
7,3,0.030303030303030304
7,4,0.024390243902439025
7,5,0.024390243902439025
7,6,0.014492753623188406
7,7,0.0
8,1,0.13513513513513514
8,2,0.03389830508474576
8,3,0.03389830508474576
8,4,0.03225806451612903
8,5,0.03225806451612903
8,6,0.03225806451612903
8,7,0.014925373134328358
8,8,0.014285714285714285
8,9,0.014285714285714285
8,10,0.0
9,1,0.09859154929577464
9,2,0.09859154929577464
9,3,0.06896551724137931
9,4,0.046153846153846156
9,5,0.027777777777777776
9,6,0.0
10,1,0.05263157894736842
10,2,0.05263157894736842
10,3,0.05263157894736842
10,4,0.046875
10,5,0.034482758620689655
10,6,0.03076923076923077
10,7,0.0
11,1,0.08064516129032258
11,2,0.08064516129032258
11,3,0.046153846153846156
11,4,0.03125
11,5,0.030303030303030304
11,6,0.030303030303030304
11,7,0.028169014084507043
11,8,0.016666666666666666
11,9,0.0
12,1,0.12280701754385964
12,2,0.034482758620689655
12,3,0.034482758620689655
12,4,0.028169014084507043
12,5,0.012195121951219513
12,6,0.012195121951219513
12,7,0.012195121951219513
12,8,0.012048192771084338
12,9,0.012048192771084338
12,10,0.012048192771084338
12,11,0.0
13,1,0.10638297872340426
13,2,0.10638297872340426
13,3,0.07692307692307693
13,4,0.07692307692307693
13,5,0.0379746835443038
13,6,0.02702702702702703
13,7,0.017241379310344827
13,8,0.017241379310344827
13,9,0.017241379310344827
13,10,0.014492753623188406
13,11,0.0
14,1,0.07142857142857142
14,2,0.05084745762711865
14,3,0.05084745762711865
14,4,0.043478260869565216
14,5,0.043478260869565216
14,6,0.03636363636363636
14,7,0.03571428571428571
14,8,0.03125
14,9,0.016129032258064516
14,10,0.016129032258064516
14,11,0.0
15,1,0.125
15,2,0.11764705882352941
15,3,0.07692307692307693
15,4,0.0547945205479452
15,5,0.04477611940298507
15,6,0.01639344262295082
15,7,0.0
16,1,0.06666666666666667
16,2,0.05714285714285714
16,3,0.018867924528301886
16,4,0.0
17,1,0.09836065573770492
17,2,0.09836065573770492
17,3,0.06756756756756757
17,4,0.041666666666666664
17,5,0.041666666666666664
17,6,0.03125
17,7,0.0
18,1,0.043478260869565216
18,2,0.041666666666666664
18,3,0.0
19,1,0.13043478260869565
19,2,0.1125
19,3,0.0975609756097561
19,4,0.07246376811594203
19,5,0.030303030303030304
19,6,0.029411764705882353
19,7,0.0
20,1,0.07894736842105263
20,2,0.07894736842105263
20,3,0.07894736842105263
20,4,0.04838709677419355
20,5,0.04838709677419355
20,6,0.04477611940298507
20,7,0.018518518518518517
20,8,0.01639344262295082
20,9,0.0
21,1,0.1111111111111111
21,2,0.09302325581395349
21,3,0.03333333333333333
21,4,0.0
22,1,0.0851063829787234
22,2,0.0851063829787234
22,3,0.03508771929824561
22,4,0.03508771929824561
22,5,0.03508771929824561
22,6,0.014705882352941176
22,7,0.01282051282051282
22,8,0.0
23,1,0.08620689655172414
23,2,0.07462686567164178
23,3,0.07462686567164178
23,4,0.05
23,5,0.029850746268656716
23,6,0.029850746268656716
23,7,0.029850746268656716
23,8,0.014285714285714285
23,9,0.014285714285714285
23,10,0.014084507042253521
23,11,0.0
24,1,0.06944444444444445
24,2,0.0625
24,3,0.0625
24,4,0.046875
24,5,0.043478260869565216
24,6,0.01818181818181818
24,7,0.0
25,1,0.1509433962264151
25,2,0.10909090909090909
25,3,0.08771929824561403
25,4,0.04918032786885246
25,5,0.03333333333333333
25,6,0.016666666666666666
25,7,0.016666666666666666
25,8,0.013333333333333334
25,9,0.0
26,1,0.07936507936507936
26,2,0.07936507936507936
26,3,0.06976744186046512
26,4,0.043478260869565216
26,5,0.03636363636363636
26,6,0.0
27,1,0.14869888475836432
27,2,0.11320754716981132
27,3,0.0975609756097561
27,4,0.058823529411764705
27,5,0.0
28,1,0.18571428571428572
28,2,0.12735849056603774
28,3,0.07407407407407407
28,4,0.06976744186046512
28,5,0.043478260869565216
28,6,0.01818181818181818
28,7,0.01818181818181818
28,8,0.0
29,1,0.14492753623188406
29,2,0.09722222222222222
29,3,0.01818181818181818
29,4,0.01818181818181818
29,5,0.01818181818181818
29,6,0.0
30,1,0.08333333333333333
30,2,0.07017543859649122
30,3,0.05454545454545454
30,4,0.046875
30,5,0.046875
30,6,0.03225806451612903
30,7,0.020833333333333332
30,8,0.01639344262295082
30,9,0.01639344262295082
30,10,0.015873015873015872
30,11,0.015625
30,12,0.0
