sim_id,generation,fitness
1,1,0.06779661016949153
1,2,0.05555555555555555
1,3,0.0
2,1,0.12698412698412698
2,2,0.0945945945945946
2,3,0.08955223880597014
2,4,0.03508771929824561
2,5,0.034482758620689655
2,6,0.031746031746031744
2,7,0.017857142857142856
2,8,0.017241379310344827
2,9,0.0
3,1,0.058823529411764705
3,2,0.058823529411764705
3,3,0.057692307692307696
3,4,0.0425531914893617
3,5,0.0
4,1,0.08163265306122448
4,2,0.08163265306122448
4,3,0.057971014492753624
4,4,0.03278688524590164
4,5,0.029850746268656716
4,6,0.028169014084507043
4,7,0.016129032258064516
4,8,0.014285714285714285
4,9,0.0
5,1,0.0
6,1,0.11666666666666667
6,2,0.08108108108108109
6,3,0.0784313725490196
6,4,0.058823529411764705
6,5,0.02702702702702703
6,6,0.02564102564102564
6,7,0.0
7,1,0.14814814814814814
7,2,0.14814814814814814
7,3,0.11020408163265306
7,4,0.07017543859649122
7,5,0.07017543859649122
7,6,0.08823529411764706
7,7,0.0784313725490196
7,8,0.041666666666666664
7,9,0.041666666666666664
7,10,0.03125
7,11,0.017241379310344827
7,12,0.0
8,1,0.13559322033898305
8,2,0.047619047619047616
8,3,0.045454545454545456
8,4,0.038461538461538464
8,5,0.0
9,1,0.05660377358490566
9,2,0.06349206349206349
9,3,0.05357142857142857
9,4,0.04918032786885246
9,5,0.038461538461538464
9,6,0.015384615384615385
9,7,0.0
10,1,0.11864406779661017
10,2,0.09259259259259259
10,3,0.10144927536231885
10,4,0.05405405405405406
10,5,0.041666666666666664
10,6,0.024691358024691357
10,7,0.024096385542168676
10,8,0.017543859649122806
10,9,0.0136986301369863
10,10,0.0
11,1,0.06349206349206349
11,2,0.06349206349206349
11,3,0.04838709677419355
11,4,0.045454545454545456
11,5,0.030303030303030304
11,6,0.01639344262295082
11,7,0.01639344262295082
11,8,0.0
12,1,0.14912280701754385
12,2,0.14912280701754385
12,3,0.13725490196078433
12,4,0.13432835820895522
12,5,0.10204081632653061
12,6,0.10204081632653061
12,7,0.06779661016949153
12,8,0.06779661016949153
12,9,0.07017543859649122
12,10,0.0425531914893617
12,11,0.041666666666666664
12,12,0.02127659574468085
12,13,0.02127659574468085
12,14,0.0
13,1,0.05970149253731343
13,2,0.031746031746031744
13,3,0.031746031746031744
13,4,0.031746031746031744
13,5,0.0
14,1,0.06060606060606061
14,2,0.06060606060606061
14,3,0.05172413793103448
14,4,0.016129032258064516
14,5,0.016129032258064516
14,6,0.016129032258064516
14,7,0.013333333333333334
14,8,0.013333333333333334
14,9,0.013333333333333334
14,10,0.012987012987012988
14,11,0.0
15,1,0.08196721311475409
15,2,0.08196721311475409
15,3,0.05084745762711865
15,4,0.0273972602739726
15,5,0.0273972602739726
15,6,0.014925373134328358
15,7,0.0
16,1,0.10344827586206896
16,2,0.05084745762711865
16,3,0.037037037037037035
16,4,0.037037037037037035
16,5,0.015151515151515152
16,6,0.015151515151515152
16,7,0.0
17,1,0.10606060606060606
17,2,0.10606060606060606
17,3,0.0
18,1,0.11538461538461539
18,2,0.06944444444444445
18,3,0.03636363636363636
18,4,0.03636363636363636
18,5,0.03636363636363636
18,6,0.015625
18,7,0.015151515151515152
18,8,0.0
19,1,0.13114754098360656
19,2,0.06451612903225806
19,3,0.06153846153846154
19,4,0.05
19,5,0.03076923076923077
19,6,0.015384615384615385
19,7,0.015151515151515152
19,8,0.0
20,1,0.11320754716981132
20,2,0.08860759493670886
20,3,0.06666666666666667
20,4,0.03636363636363636
20,5,0.0
21,1,0.14
21,2,0.0392156862745098
21,3,0.0392156862745098
21,4,0.0392156862745098
21,5,0.022222222222222223
21,6,0.0
22,1,0.10606060606060606
22,2,0.057971014492753624
22,3,0.057971014492753624
22,4,0.03389830508474576
22,5,0.03389830508474576
22,6,0.0
23,1,0.09803921568627451
23,2,0.06153846153846154
23,3,0.06153846153846154
23,4,0.03389830508474576
23,5,0.03389830508474576
23,6,0.017543859649122806
23,7,0.017543859649122806
23,8,0.0
24,1,0.10416666666666667
24,2,0.08695652173913043
24,3,0.04081632653061224
24,4,0.018867924528301886
24,5,0.0
25,1,0.11764705882352941
25,2,0.019230769230769232
25,3,0.019230769230769232
25,4,0.018867924528301886
25,5,0.0
26,1,0.07246376811594203
26,2,0.0625
26,3,0.04477611940298507
26,4,0.020833333333333332
26,5,0.01639344262295082
26,6,0.0
27,1,0.13559322033898305
27,2,0.13559322033898305
27,3,0.078125
27,4,0.07692307692307693
27,5,0.06349206349206349
27,6,0.0425531914893617
27,7,0.04
27,8,0.0
28,1,0.04411764705882353
28,2,0.04411764705882353
28,3,0.029850746268656716
28,4,0.029850746268656716
28,5,0.015151515151515152
28,6,0.015151515151515152
28,7,0.014285714285714285
28,8,0.014285714285714285
28,9,0.014084507042253521
28,10,0.0
29,1,0.11267605633802817
29,2,0.1276595744680851
29,3,0.1276595744680851
29,4,0.09433962264150944
29,5,0.044444444444444446
29,6,0.039473684210526314
29,7,0.0
30,1,0.08333333333333333
30,2,0.08
30,3,0.057692307692307696
30,4,0.057692307692307696
30,5,0.041666666666666664
30,6,0.03508771929824561
30,7,0.017543859649122806
30,8,0.017543859649122806
30,9,0.0
